student_id,risk_score,issue,recommended_action
STU1565,54.7,"Weak academic performance (marks: 52.7, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1565,54.7,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2610,54.7,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1506,54.7,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2836,54.5,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2570,54.5,Fee due for 46+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2570,54.5,"Weak academic performance (marks: 54.6, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2344,54.4,Fee due for 43+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2344,54.4,Low assignment submission (50%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1777,54.3,No major single risk factor,Risk likely from a combination of smaller factors. Recommend a general wellness/academic check-in.
STU1446,54.2,"Weak academic performance (marks: 65.3, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1446,54.2,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2009,54.1,"Weak academic performance (marks: 51.5, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2009,54.1,First-generation learner commuting long distance (65 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU2107,54.1,Fee due for 48+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2107,54.1,"Weak academic performance (marks: 70.3, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1358,54.1,Fee due for 42+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1358,54.1,"Weak academic performance (marks: 28.0, backlogs: 0)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2138,54.0,Fee due for 39+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2138,54.0,"Weak academic performance (marks: 68.5, backlogs: 4)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2138,54.0,Low assignment submission (40%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU2138,54.0,First-generation learner commuting long distance (48 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU2138,54.0,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1675,54.0,"Weak academic performance (marks: 24.7, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2092,53.9,Fee due for 41+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2249,53.9,Low attendance (54.7%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2249,53.9,"Weak academic performance (marks: 26.6, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2280,53.8,"Weak academic performance (marks: 44.5, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2280,53.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1716,53.8,Fee due for 49+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1716,53.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1025,53.8,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1097,53.7,Fee due for 38+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1097,53.7,First-generation learner commuting long distance (35 km),Consider hostel accommodation support or local commute assistance; connect with first-gen student support group.
STU1797,53.6,Fee due for 45+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1797,53.6,"Weak academic performance (marks: 27.9, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1684,53.6,Low attendance (59.7%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1684,53.6,Fee due for 41+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1684,53.6,"Weak academic performance (marks: 66.0, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1099,53.5,"Weak academic performance (marks: 74.7, backlogs: 3)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1099,53.5,Low assignment submission (36%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1099,53.5,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1704,53.5,Low attendance (54.7%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1484,53.5,Fee due for 47+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1484,53.5,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU1952,53.5,Low attendance (59.2%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU2791,53.5,"Weak academic performance (marks: 52.6, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU2791,53.5,Low assignment submission (36%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1083,53.5,Fee due for 45+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1083,53.5,"Weak academic performance (marks: 18.7, backlogs: 1)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1083,53.5,Low assignment submission (48%),Check in on workload/time-management challenges. Consider flexible deadlines or study-skills workshop referral.
STU1886,53.4,"Weak academic performance (marks: 50.5, backlogs: 2)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1969,53.4,Low attendance (56.5%),"Schedule a one-on-one meeting with class mentor to understand reasons for absence (health, financial, personal). Consider attendance recovery plan."
STU1969,53.4,Fee due for 43+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU1969,53.4,"Low family income, no current scholarship",Proactively inform about applicable scholarships and fee-waiver schemes; refer to financial counselor.
STU2653,53.4,Fee due for 50+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
STU2653,53.4,"Weak academic performance (marks: 45.1, backlogs: 5)",Enroll in peer tutoring / remedial classes. Assign faculty mentor for subject-specific support.
STU1410,53.3,Fee due for 54+ days,Refer to financial aid / scholarship cell. Check eligibility for fee installment plan or government scholarship schemes.
